"review_order","source_row","decision_approve_edit_move_reject","native_russian_correction","english_correction","level","register_note","sensitive_content_note","reviewer_comment","russian","transliteration","english","category"
"949","1932","","","","","","","","Тебя никто не просил это делать.","Tebya nikto ne prosil eto delat.","No one asked you to do that.","Fluency Builder 4"
"950","1938","","","","","","","","Ты должен сейчас же делать уроки.","Ty dolzhen seychas zhe delat uroki.","You must do your homework at once.","Work & Daily Tasks"
"951","1940","","","","","","","","Это касается всех, кто там живёт.","Eto kasaetsya vsekh, kto tam zhivyot.","It concerns all the people living there.","Fluency Builder 4"
"952","1948","","","","","","","","Он только что вернулся из Парижа.","On tolko chto vernulsya iz Parizha.","He has just come back from Paris.","Fluency Builder 4"
"953","1950","","","","","","","","Они надеются, что ты им поможешь.","Oni nadeyutsya, chto ty im pomozhesh.","They are looking to you for help.","Fluency Builder 4"
"954","1959","","","","","","","","Я проспал, потому что поздно лёг.","Ya prospal, potomu chto pozdno lyog.","I overslept because I stayed up late.","Fluency Builder 4"
"955","1964","","","","","","","","Думаю, эта куртка мне бы подошла.","Dumayu, eta kurtka mne by podoshla.","I think that jacket would fit me.","Thoughts, Needs & Feelings"
"956","1966","","","","","","","","Я хочу выкупить свой дом обратно.","Ya khochu vykupit svoy dom obratno.","I want to buy my house back.","Home & Family Life"
"957","1967","","","","","","","","Я хочу поговорить об этом сейчас.","Ya khochu pogovorit ob etom seychas.","I want to talk about it now.","Thoughts, Needs & Feelings"
"958","1969","","","","","","","","Я очень рано встал сегодня утром.","Ya ochen rano vstal segodnya utrom.","I got up very early this morning.","Time & Plans"
"959","1972","","","","","","","","Я ожидаю, что меня скоро вызовут.","Ya ozhidayu, chto menya skoro vyzovut.","I expect to be called away soon.","Fluency Builder 4"
"960","1974","","","","","","","","Она спросила, нужно ли мне такси.","Ona sprosila, nuzhno li mne taksi.","She asked if I needed a taxi.","Thoughts, Needs & Feelings"
"961","1975","","","","","","","","Должен признать, что ты был прав.","Dolzhen priznat, chto ty byl prav.","I have to admit you were right.","Fluency Builder 4"
"962","1980","","","","","","","","Мне нужно, чтобы ты открыл дверь.","Mne nuzhno, chtoby ty otkryl dver.","I need you to open the door.","Thoughts, Needs & Feelings"
"963","1981","","","","","","","","Я знал, что правда тебя испугает.","Ya znal, chto pravda tebya ispugaet.","I knew the truth would scare you.","Travel & Transport"
"964","1982","","","","","","","","Мы знаем, что вы сказали полиции.","My znaem, chto vy skazali politsii.","We know what you told the police.","Fluency Builder 4"
"965","1983","","","","","","","","Нам очень нужно с ней поговорить.","Nam ochen nuzhno s ney pogovorit.","We really need to talk to her.","Thoughts, Needs & Feelings"
"966","1984","","","","","","","","Я хочу сказать им спокойной ночи.","Ya khochu skazat im spokoynoy nochi.","I want to tell them good night.","Thoughts, Needs & Feelings"
"967","1986","","","","","","","","Завтра мой первый день на работе.","Zavtra moy pervyy den na rabote.","Tomorrow is my first day of work.","Work & Daily Tasks"
"968","1995","","","","","","","","Я хочу на день рождения моноцикл.","Ya khochu na den rozhdeniya monotsikl.","I want a unicycle for my birthday.","Thoughts, Needs & Feelings"
"969","1998","","","","","","","","Я знала, что вы прочитали письмо.","Ya znala, chto vy prochitali pismo.","I knew that you read the letter.","Fluency Builder 4"
"970","2001","","","","","","","","Надеюсь, вы нашли всё, что нужно.","Nadeyus, vy nashli vsyo, chto nuzhno.","I hope you found everything you need.","Thoughts, Needs & Feelings"
"971","2004","","","","","","","","Он говорит, что хочет вам помочь.","On govorit, chto khochet vam pomoch.","He says he wants to help you.","Thoughts, Needs & Feelings"
"972","2006","","","","","","","","Я искренне надеюсь, что ты шутил.","Ya iskrenne nadeyus, chto ty shutil.","I sincerely hope that you were joking.","Fluency Builder 5"
"973","2020","","","","","","","","Сегодня у меня было много работы.","Segodnya u menya bylo mnogo raboty.","I had a lot of work today.","Work & Daily Tasks"
"974","2025","","","","","","","","Мы ожидаем, что он скоро вернётся.","My ozhidaem, chto on skoro vernyotsya.","We expect him to come back soon.","Fluency Builder 5"
"975","2030","","","","","","","","Я очень благодарен тебе за помощь.","Ya ochen blagodaren tebe za pomoshch.","I am very grateful for your help.","Time & Plans"
"976","2037","","","","","","","","Я должен выяснить, кто это сломал.","Ya dolzhen vyyasnit, kto eto slomal.","I must find out who broke this.","Fluency Builder 5"
"977","2040","","","","","","","","Я хочу оставить эту коробку здесь.","Ya khochu ostavit etu korobku zdes.","I want to leave this box here.","Thoughts, Needs & Feelings"
"978","2041","","","","","","","","Я всё равно собирался это сделать.","Ya vsyo ravno sobiralsya eto sdelat.","I was going to do it anyway.","Fluency Builder 5"
"979","2046","","","","","","","","Я только что уложил ребёнка спать.","Ya tolko chto ulozhil rebyonka spat.","I just got the baby to sleep.","Fluency Builder 5"
"980","2047","","","","","","","","Думаю, нам с Вами надо поговорить.","Dumayu, nam s Vami nado pogovorit.","I think you and I should talk.","Thoughts, Needs & Feelings"
"981","2055","","","","","","","","Я попросил его отвезти меня домой.","Ya poprosil ego otvezti menya domoy.","I asked him to take me home.","Home & Family Life"
"982","2056","","","","","","","","Я только хочу немного больше кофе.","Ya tolko khochu nemnogo bolshe kofe.","I just want a little more coffee.","Health & Body"
"983","2074","","","","","","","","Они сказали нам, что могут помочь.","Oni skazali nam, chto mogut pomoch.","They told us that they could help.","Fluency Builder 5"
"984","2079","","","","","","","","То, что ты здесь пишешь, - правда.","To, chto ty zdes pishesh, - pravda.","What you are writing here is true.","Fluency Builder 5"
"985","2081","","","","","","","","Нам нужно купить овощей и фруктов.","Nam nuzhno kupit ovoshchey i fruktov.","We need to buy fruit and vegetables.","Shopping & Money"
"986","2084","","","","","","","","Это тот мальчик, который мне помог.","Eto tot malchik, kotoryy mne pomog.","This is the boy who helped me.","Fluency Builder 5"
"987","2085","","","","","","","","Мне казалось, что я читаю детектив.","Mne kazalos, chto ya chitayu detektiv.","I felt like reading the detective story.","Fluency Builder 5"
"988","2086","","","","","","","","Я обнаружил, что слушаю его записи.","Ya obnaruzhil, chto slushayu ego zapisi.","I found myself listening to his records.","Fluency Builder 5"
"989","1088","","","","","","","","Вы что, так и не поняли?","Vy chto, tak i ne ponyali?","You still don't understand it, do you?","Fluency Builder 3"
"990","2090","","","","","","","","Я сказал, что сделаю её счастливой.","Ya skazal, chto sdelayu eyo schastlivoy.","I said I would make her happy.","Fluency Builder 5"
"991","1091","","","","","","","","Ты не будешь с нами есть?","Ty ne budesh s nami est?","Aren't you going to eat with us?","Food & Restaurants"
"992","1092","","","","","","","","Я же вам больше не нужен?","Ya zhe vam bolshe ne nuzhen?","You don't need me anymore, do you?","Health & Body"
"993","2092","","","","","","","","Дети плачут, потому что хотят есть.","Deti plachut, potomu chto khotyat est.","Children cry because they want to eat.","Food & Restaurants"
"994","2095","","","","","","","","Оставайся на всю ночь, если хочешь.","Ostavaysya na vsyu noch, esli khochesh.","Stay here all night if you want.","Thoughts, Needs & Feelings"
"995","2096","","","","","","","","Я надеюсь, что вам понравился ужин.","Ya nadeyus, chto vam ponravilsya uzhin.","I do hope you enjoyed the dinner.","Food & Restaurants"
